contract_id,contract_name,address,file_path,compiler_version,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,has_reentrancy_unlimited,has_reentrancy_benign,has_reentrancy_events,has_unchecked_transfer,has_controlled_delegatecall,has_delegatecall_loop,has_uninitialized_state,has_uninitialized_storage,has_uninitialized_local,has_tx_origin,has_inline_assembly,has_locked_ether,has_msg_value_loop,has_shadowing_state,has_shadowing_builtin,has_shadowing_abstract,has_unused_state_vars,has_unused_return_values,has_incorrect_solc_version,has_floating_pragma,has_outdated_compiler,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,is_high_risk,contract_complexity_category,failure_reason,error_message
29,ApuffTokenMain,0x2be056e500000000000000000000000000000000,blockchain/contracts/collected/ApuffTokenMain_0x2be056e5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ApuffTokenMain_0x2be056e5/ApuffTokenMain.sol:4:1:
  |
4 | import { Ownable } from ""@openzeppelin/contracts/access/Ownable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@layerzerolabs/lz-evm-oapp-v2/contracts/oft/OFT.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ApuffTokenMain_0x2be056e5/ApuffTokenMain.sol:5:1:
  |
5 | import { OFT } from ""@layerzerolabs/lz-evm-oapp-v2/contracts/oft/OFT.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@layerzerolabs/lz-evm-oapp-v2/contracts/oft/interfaces/IOFT.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ApuffTokenMain_0x2be056e5/ApuffTokenMain.sol:6:1:
  |
6 | import { IOFT, SendParam, OFTReceipt } from ""@layerzerolabs/lz-evm-oapp-v2/contracts/oft/interfaces/IOFT.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@layerzerolabs/lz-evm-oapp-v2/contracts/oft/OFTCore.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ApuffTokenMain_0x2be056e5/ApuffTokenMain.sol:7:1:
  |
7 | import { MessagingFee, MessagingReceipt } from ""@layerzerolabs/lz-evm-oapp-v2/contracts/oft/OFTCore.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
30,PerpToken,0xbc39668900000000000000000000000000000000,blockchain/contracts/collected/PerpToken_0xbc396689.sol,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,27,4,0,1,0,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
31,UniPower,0xF2f9A7e900000000000000000000000000000000,blockchain/contracts/collected/UniPower_0xF2f9A7e9.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,7,14,10,7,0,4,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
32,ArcadeToken,0xe020b01b00000000000000000000000000000000,blockchain/contracts/collected/ArcadeToken_0xe020b01b,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ArcadeToken_0xe020b01b/ArcadeToken.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ArcadeToken_0xe020b01b/ArcadeToken.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ArcadeToken_0xe020b01b/ArcadeToken.sol:7:1:
  |
7 | import ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/interfaces/IArcadeToken.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/ArcadeToken_0xe020b01b/ArcadeToken.sol:9:1:
  |
9 | import ""../interfaces/IArcadeToken.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/errors/Token.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected/ArcadeToken_0xe020b01b/ArcadeToken.sol:11:1:
   |
11 | import {
   | ^ (Relevant source part starts here and spans across multiple lines).

"
33,VirtueToken,0x9416ba7600000000000000000000000000000000,blockchain/contracts/collected/VirtueToken_0x9416ba76,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""hardhat/console.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/VirtueToken_0x9416ba76/VirtueToken.sol:4:1:
  |
4 | import ""hardhat/console.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/VirtueToken_0x9416ba76/VirtueToken.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/VirtueToken_0x9416ba76/VirtueToken.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/access/Ownable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
34,AdminUpgradeabilityProxy,0x48c3399700000000000000000000000000000000,blockchain/contracts/collected/AdminUpgradeabilityProxy_0x48c33997,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/utils/Address.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x48c33997/UpgradeabilityProxy.sol:6:1:
  |
6 | import '@openzeppelin/contracts/utils/Address.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
35,WasabiToken,0x896e145500000000000000000000000000000000,blockchain/contracts/collected/WasabiToken_0x896e1455.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,VERSION_MISMATCH,"Version mismatch: Invalid compilation: 
Invalid solc compilation Error: Source file requires different compiler version (current compiler is 0.7.6+commit.7338295f.Linux.g++) - note that nightly builds are considered to be strictly less than the released version
    --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/WasabiToken_0x896e1455.sol:1410:1:
     |
1410 | pragma solidity ^0.6.12;
     | ^^^^^^^^^^^^^^^^^^^^^^^^

"
36,Renzo,0x3b50805400000000000000000000000000000000,blockchain/contracts/collected/Renzo_0x3b508054,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,2,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
37,ANKRToken,0x8290333c00000000000000000000000000000000,blockchain/contracts/collected/ANKRToken_0x8290333c.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,21,2,0,4,0,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
38,LQTYToken,0x6DEA81C800000000000000000000000000000000,blockchain/contracts/collected/LQTYToken_0x6DEA81C8,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Dependencies/CheckContract.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LQTYToken_0x6DEA81C8/LQTYToken.sol:5:1:
  |
5 | import ""../Dependencies/CheckContract.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Dependencies/SafeMath.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LQTYToken_0x6DEA81C8/LQTYToken.sol:6:1:
  |
6 | import ""../Dependencies/SafeMath.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Interfaces/ILQTYToken.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LQTYToken_0x6DEA81C8/LQTYToken.sol:7:1:
  |
7 | import ""../Interfaces/ILQTYToken.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Interfaces/ILockupContractFactory.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LQTYToken_0x6DEA81C8/LQTYToken.sol:8:1:
  |
8 | import ""../Interfaces/ILockupContractFactory.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""/home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/Dependencies/console.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/LQTYToken_0x6DEA81C8/LQTYToken.sol:9:1:
  |
9 | import ""../Dependencies/console.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
39,Ondo,0xfaba6f8e00000000000000000000000000000000,blockchain/contracts/collected/Ondo_0xfaba6f8e,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,16,23,3,15,1,14,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
40,izumiToken,0x9ad3720500000000000000000000000000000000,blockchain/contracts/collected/izumiToken_0x9ad37205.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,8,1,0,0,0,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
41,SMARTCREDIT,0x72e9D90300000000000000000000000000000000,blockchain/contracts/collected/SMARTCREDIT_0x72e9D903.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,COMPILATION_ERROR,"Compilation error: Invalid compilation: 
Invalid solc compilation Error: Multiple SPDX license identifiers found in source file. Use ""AND"" or ""OR"" to combine multiple licenses. Please see https://spdx.org for more information.
--> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/SMARTCREDIT_0x72e9D903.sol

"
42,RevestToken,0x120a387900000000000000000000000000000000,blockchain/contracts/collected/RevestToken_0x120a3879,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/access/AccessControlEnumerable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/RevestToken_0x120a3879/RevestToken.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/access/AccessControlEnumerable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/security/ReentrancyGuard.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/RevestToken_0x120a3879/RevestToken.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/security/ReentrancyGuard.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/RevestToken_0x120a3879/interfaces/IRevest.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/RevestToken_0x120a3879/RevestToken.sol:7:1:
  |
7 | import ""./interfaces/IRevest.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/RevestToken_0x120a3879/interfaces/IAddressRegistry.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/RevestToken_0x120a3879/RevestToken.sol:8:1:
  |
8 | import ""./interfaces/IAddressRegistry.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/RevestToken_0x120a3879/interfaces/ILockManager.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/RevestToken_0x120a3879/RevestToken.sol:9:1:
  |
9 | import ""./interfaces/ILockManager.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""blockchain/contracts/collected/RevestToken_0x120a3879/interfaces/ITokenVault.sol"" not found: File not found. Searched the following locations: """".
  --> blockchain/contracts/collected"
43,FLIP,0x8261805400000000000000000000000000000000,blockchain/contracts/collected/FLIP_0x82618054,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/FLIP_0x82618054/FLIP.sol:5:1:
  |
5 | import ""ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^

Error: Source ""IFLIP.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/FLIP_0x82618054/FLIP.sol:6:1:
  |
6 | import ""IFLIP.sol"";
  | ^^^^^^^^^^^^^^^^^^^

Error: Source ""Shared.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/FLIP_0x82618054/FLIP.sol:7:1:
  |
7 | import ""Shared.sol"";
  | ^^^^^^^^^^^^^^^^^^^^

"
44,MainToken,0xF063fE1a00000000000000000000000000000000,blockchain/contracts/collected/MainToken_0xF063fE1a.sol,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,49,7,0,0,0,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
45,NumeraireBackend,0x1776e1f200000000000000000000000000000000,blockchain/contracts/collected/NumeraireBackend_0x1776e1f2.sol,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,1,111,22,13,7,0,3,9,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
47,QuartzToken,0xbA8A621b00000000000000000000000000000000,blockchain/contracts/collected/QuartzToken_0xbA8A621b,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/ERC20.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/QuartzToken_0xbA8A621b/QuartzToken.sol:4:1:
  |
4 | import ""@openzeppelin/contracts/token/ERC20/ERC20.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
48,UwU,0x55C08ca500000000000000000000000000000000,blockchain/contracts/collected/UwU_0x55C08ca5.sol,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,29,11,11,7,2,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
49,T,0xcdf7028c00000000000000000000000000000000,blockchain/contracts/collected/T_0xcdf7028c,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""blockchain/contracts/collected/governance/Checkpoints.sol"" not found: File not found.
  --> blockchain/contracts/collected/T_0xcdf7028c/T.sol:18:1:
   |
18 | import ""../governance/Checkpoints.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/utils/math/SafeCast.sol"" not found: File not found.
  --> blockchain/contracts/collected/T_0xcdf7028c/T.sol:19:1:
   |
19 | import ""@openzeppelin/contracts/utils/math/SafeCast.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@thesis/solidity-contracts/contracts/token/ERC20WithPermit.sol"" not found: File not found.
  --> blockchain/contracts/collected/T_0xcdf7028c/T.sol:20:1:
   |
20 | import ""@thesis/solidity-contracts/contracts/token/ERC20WithPermit.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@thesis/solidity-contracts/contracts/token/MisfundRecovery.sol"" not found: File not found.
  --> blockchain/contracts/collected/T_0xcdf7028c/T.sol:21:1:
   |
21 | import ""@thesis/solidity-contracts/contracts/token/MisfundRecovery.sol"";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
50,FungTokenProxy,0x0e4e7f2a00000000000000000000000000000000,blockchain/contracts/collected/FungTokenProxy_0x0e4e7f2a.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,5,1,0,0,0,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
51,Pool,0x0cec1a9100000000000000000000000000000000,blockchain/contracts/collected/Pool_0x0cec1a91,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,16,24,10,17,0,14,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
52,AdminUpgradeabilityProxy,0x24a6a37500000000000000000000000000000000,blockchain/contracts/collected/AdminUpgradeabilityProxy_0x24a6a375,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/utils/Address.sol"" not found: File not found.
 --> /home/motafeq/projects/chainguardian-ai/blockchain/contracts/collected/AdminUpgradeabilityProxy_0x24a6a375/UpgradeabilityProxy.sol:6:1:
  |
6 | import '@openzeppelin/contracts/utils/Address.sol';
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
53,TransparentUpgradeableProxy,0x3c3a81e800000000000000000000000000000000,blockchain/contracts/collected/TransparentUpgradeableProxy_0x3c3a81e8,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"File not found: Invalid compilation: 
Invalid solc compilation Error: Source ""blockchain/contracts/collected/ERC1967/ERC1967Proxy.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/TransparentUpgradeableProxy_0x3c3a81e8/TransparentUpgradeableProxy.sol:6:1:
  |
6 | import ""../ERC1967/ERC1967Proxy.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
54,FDT,0xEd1480d100000000000000000000000000000000,blockchain/contracts/collected/FDT_0xEd1480d1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,IMPORT_ERROR,"External library imports: Invalid compilation: 
Invalid solc compilation Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/FDT_0xEd1480d1/FDT.sol:4:1:
  |
4 | import ""@openzeppelin/contracts/token/ERC20/extensions/ERC20Burnable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/FDT_0xEd1480d1/FDT.sol:5:1:
  |
5 | import ""@openzeppelin/contracts/token/ERC20/extensions/draft-ERC20Permit.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

Error: Source ""@openzeppelin/contracts/access/Ownable.sol"" not found: File not found. Searched the following locations: """".
 --> blockchain/contracts/collected/FDT_0xEd1480d1/FDT.sol:6:1:
  |
6 | import ""@openzeppelin/contracts/access/Ownable.sol"";
  | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

"
55,RibbonToken,0x6123b00400000000000000000000000000000000,blockchain/contracts/collected/RibbonToken_0x6123b004.sol,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,15,6,0,4,3,1,0,0,1,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,simple,,
