contract_name,file_path,has_reentrancy,has_access_control_issues,has_timestamp_dependency,has_unchecked_call,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,analysis_error
SiloToken,blockchain/contracts/collected/SiloToken_0xf0b2dd79.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/SiloToken_0xf0b2dd79.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
TronToken,blockchain/contracts/collected/TronToken_0xf230b790.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/TronToken_0xf230b790.sol:1:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.11;
^----------------------^
blockchain/contracts/collected/TronToken_0xf230b790.sol:33:5: Error: Functions are not allowed to have the same name as the contract. If you intend this to be a constructor, use ""constructor(...) { ... }"" to define it.
    function TronToken(address _addressFounder) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:33:5: Error: No visibility specified. Did you intend to add ""public""?
    function TronToken(address _addressFounder) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:40:5: Error: No visibility specified. Did you intend to add ""public""?
    function transfer(address _to, uint256 _value) isRunning validAddress returns (bool success) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:49:5: Error: No visibility specified. Did you intend to add ""public""?
    function transferFrom(address _from, address _to, uint256 _value) isRunning validAddress returns (bool success) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:60:5: Error: No visibility specified. Did you intend to add ""public""?
    function approve(address _spender, uint256 _value) isRunning validAddress returns (bool success) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:67:5: Error: No visibility specified. Did you intend to add ""public""?
    function stop() isOwner {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:71:5: Error: No visibility specified. Did you intend to add ""public""?
    function start() isOwner {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:75:5: Error: No visibility specified. Did you intend to add ""public""?
    function setName(string _name) isOwner {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:79:5: Error: No visibility specified. Did you intend to add ""public""?
    function burn(uint256 _value) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:33:5: Warning: This declaration shadows an existing declaration.
    function TronToken(address _addressFounder) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/TronToken_0xf230b790.sol:3:1: The shadowed declaration is here:
contract TronToken {
^ (Relevant source part starts here and spans across multiple lines).

blockchain/contracts/collected/TronToken_0xf230b790.sol:75:22: Error: Data location must be ""memory"" for parameter in function, but none was given.
    function setName(string _name) isOwner {
                     ^----------^
"
FRAXShares,blockchain/contracts/collected/FRAXShares_0x3432b6a6.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/FRAXShares_0x3432b6a6.sol:1:1: Error: Expected pragma, import directive or contract/interface/library definition.
{""AccessControl.sol"":{""content"":""//  ...
^
"
YALA,blockchain/contracts/collected/YALA_0xf9707060.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/YALA_0xf9707060.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
MANAToken,blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:5:35: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function balanceOf(address who) constant returns (uint256);
                                  ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:87:54: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function allowance(address owner, address spender) constant returns (uint256);
                                                     ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:94:47: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function mul(uint256 a, uint256 b) internal constant returns (uint256) {
                                              ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:100:47: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function div(uint256 a, uint256 b) internal constant returns (uint256) {
                                              ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:107:47: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function sub(uint256 a, uint256 b) internal constant returns (uint256) {
                                              ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:112:47: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function add(uint256 a, uint256 b) internal constant returns (uint256) {
                                              ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:141:38: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function balanceOf(address _owner) constant returns (uint256 balance) {
                                     ^------^
blockchain/contracts/collected/MANAToken_0x0F5D2fB2.sol:195:56: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
  function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
                                                       ^------^
"
Vyper,blockchain/contracts/collected/Vyper_contract_0xD533a949.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Vyper_contract_0xD533a949.sol:1:1: Error: Expected pragma, import directive or contract/interface/library definition.
# @version 0.2.4
^
"
L1LiskToken,blockchain/contracts/collected/L1LiskToken_0x6033f7f8.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/L1LiskToken_0x6033f7f8.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
GearToken,blockchain/contracts/collected/GearToken_0xba333558.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/GearToken_0xba333558.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
CErc20,blockchain/contracts/collected/CErc20_0x39AA39c0.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/CErc20_0x39AA39c0.sol:4:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:82:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:289:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:377:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:598:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:660:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:733:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:768:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:800:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
blockchain/contracts/collected/CErc20_0x39AA39c0.sol:2374:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.5.8;
^---------------------^
"
Ondo,blockchain/contracts/collected/Ondo_0xfaba6f8e.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Ondo_0xfaba6f8e.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
TransparentUpgradeableProxy,blockchain/contracts/collected/TransparentUpgradeableProxy_0x7159cc27.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/TransparentUpgradeableProxy_0x7159cc27.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
TransparentUpgradeableProxy,blockchain/contracts/collected/TransparentUpgradeableProxy_0xec53bf91.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/TransparentUpgradeableProxy_0xec53bf91.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
ENA,blockchain/contracts/collected/ENA_0x57e114b6.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/ENA_0x57e114b6.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
BNB,blockchain/contracts/collected/BNB_0xb8c77482.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/BNB_0xb8c77482.sol:1:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.8;
^---------------------^
blockchain/contracts/collected/BNB_0xb8c77482.sol:33:7: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
      throw;
      ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:62:5: Error: Functions are not allowed to have the same name as the contract. If you intend this to be a constructor, use ""constructor(...) { ... }"" to define it.
    function BNB(
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:62:5: Error: No visibility specified. Did you intend to add ""public""?
    function BNB(
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:77:5: Error: No visibility specified. Did you intend to add ""public""?
    function transfer(address _to, uint256 _value) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:78:25: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (_to == 0x0) throw;                               // Prevent transfer to 0x0 address. Use burn() instead
                        ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:79:20: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if (_value <= 0) throw; 
		                 ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:80:45: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (balanceOf[msg.sender] < _value) throw;           // Check if the sender has enough
                                            ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:81:55: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (balanceOf[_to] + _value < balanceOf[_to]) throw; // Check for overflows
                                                      ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:88:5: Error: No visibility specified. Did you intend to add ""public""?
    function approve(address _spender, uint256 _value)
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:90:20: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if (_value <= 0) throw; 
		                 ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:97:5: Error: No visibility specified. Did you intend to add ""public""?
    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:98:25: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (_to == 0x0) throw;                                // Prevent transfer to 0x0 address. Use burn() instead
                        ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:99:20: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if (_value <= 0) throw; 
		                 ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:100:40: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (balanceOf[_from] < _value) throw;                 // Check if the sender has enough
                                       ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:101:55: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (balanceOf[_to] + _value < balanceOf[_to]) throw;  // Check for overflows
                                                      ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:102:52: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (_value > allowance[_from][msg.sender]) throw;     // Check allowance
                                                   ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:110:5: Error: No visibility specified. Did you intend to add ""public""?
    function burn(uint256 _value) returns (bool success) {
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:111:45: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (balanceOf[msg.sender] < _value) throw;            // Check if the sender has enough
                                            ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:112:20: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if (_value <= 0) throw; 
		                 ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:119:2: Error: No visibility specified. Did you intend to add ""public""?
	function freeze(uint256 _value) returns (bool success) {
 ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:120:45: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (balanceOf[msg.sender] < _value) throw;            // Check if the sender has enough
                                            ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:121:20: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if (_value <= 0) throw; 
		                 ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:128:2: Error: No visibility specified. Did you intend to add ""public""?
	function unfreeze(uint256 _value) returns (bool success) {
 ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:129:44: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
        if (freezeOf[msg.sender] < _value) throw;            // Check if the sender has enough
                                           ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:130:20: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if (_value <= 0) throw; 
		                 ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:138:2: Error: No visibility specified. Did you intend to add ""public""?
	function withdrawEther(uint256 amount) {
 ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:139:26: Error: ""throw"" is deprecated in favour of ""revert()"", ""require()"" and ""assert()"".
		if(msg.sender != owner)throw;
		                       ^---^
blockchain/contracts/collected/BNB_0xb8c77482.sol:144:2: Error: No visibility specified. Did you intend to add ""external""?
	function() payable {
 ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:31:3: Warning: This declaration shadows a builtin symbol.
  function assert(bool assertion) internal {
  ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:62:5: Warning: This declaration shadows an existing declaration.
    function BNB(
    ^ (Relevant source part starts here and spans across multiple lines).
blockchain/contracts/collected/BNB_0xb8c77482.sol:37:1: The shadowed declaration is here:
contract BNB is SafeMath{
^ (Relevant source part starts here and spans across multiple lines).

blockchain/contracts/collected/BNB_0xb8c77482.sol:64:9: Error: Data location must be ""memory"" for parameter in function, but none was given.
        string tokenName,
        ^--------------^
blockchain/contracts/collected/BNB_0xb8c77482.sol:66:9: Error: Data location must be ""memory"" for parameter in function, but none was given.
        string tokenSymbol
        ^----------------^
"
UniswapV3Pool,blockchain/contracts/collected/UniswapV3Pool_0x88e6A0c2.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/UniswapV3Pool_0x88e6A0c2.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
Seaport,blockchain/contracts/collected/Seaport_0x00000000.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Seaport_0x00000000.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
GolemNetworkToken,blockchain/contracts/collected/GolemNetworkToken_0xa7447644.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/GolemNetworkToken_0xa7447644.sol:81:37: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function totalSupply() external constant returns (uint256) {
                                    ^------^
blockchain/contracts/collected/GolemNetworkToken_0xa7447644.sol:85:49: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOf(address _owner) external constant returns (uint256) {
                                                ^------^
"
MiniMeToken,blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:244:47: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOf(address _owner) public constant returns (uint256 balance) {
                                              ^------^
blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:279:65: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
                                                                ^------^
blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:305:35: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function totalSupply() public constant returns (uint) {
                                  ^------^
blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:318:68: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function balanceOfAt(address _owner, uint _blockNumber) public constant returns (uint) {
                                                                   ^------^
blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:342:54: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function totalSupplyAt(uint _blockNumber) public constant returns(uint) {
                                                     ^------^
blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:456:72: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function getValueAt(Checkpoint[] storage checkpoints, uint _block) constant internal returns (uint) {
                                                                       ^------^
blockchain/contracts/collected/MiniMeToken_0x5a98fcbe.sol:498:40: Error: The state mutability modifier ""constant"" was removed in version 0.5.0. Use ""view"" or ""pure"" instead.
    function isContract(address _addr) constant internal returns(bool) {
                                       ^------^
"
FRAXStablecoin,blockchain/contracts/collected/FRAXStablecoin_0x853d955a.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/FRAXStablecoin_0x853d955a.sol:1:1: Error: Expected pragma, import directive or contract/interface/library definition.
{""AccessControl.sol"":{""content"":""//  ...
^
"
UniswapV3Pool,blockchain/contracts/collected/UniswapV3Pool_0x4e68Ccd3.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/UniswapV3Pool_0x4e68Ccd3.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
SOLV,blockchain/contracts/collected/SOLV_0x256f2d67.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/SOLV_0x256f2d67.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
SwapRouter02,blockchain/contracts/collected/SwapRouter02_0x68b34658.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/SwapRouter02_0x68b34658.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
SoloMargin,blockchain/contracts/collected/SoloMargin_0x1E0447b1.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/SoloMargin_0x1E0447b1.sol:19:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.5.7;
^--------------------^
blockchain/contracts/collected/SoloMargin_0x1E0447b1.sol:20:1: Warning: Experimental features are turned on. Do not use experimental features on live deployments.
pragma experimental ABIEncoderV2;
^-------------------------------^
"
AppProxyUpgradeable,blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:7:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:50:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:67:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:85:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:110:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:148:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:176:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:189:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.4.24;
^---------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:222:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.4.24;
^---------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:243:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.4.24;
^---------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:293:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity ^0.4.24;
^----------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:321:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.4.24;
^---------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:361:1: Error: Source file requires different compiler version (current compiler is 0.5.0+commit.1d4f565a.Linux.g++ - note that nightly builds are considered to be strictly less than the released version
pragma solidity 0.4.24;
^---------------------^
blockchain/contracts/collected/AppProxyUpgradeable_0xae7ab965.sol:58:70: Error: Data location must be ""memory"" for parameter in function, but none was given.
    function hasPermission(address who, address where, bytes32 what, bytes how) public view returns (bool);
                                                                     ^-------^
"
AdminUpgradeabilityProxy,blockchain/contracts/collected/AdminUpgradeabilityProxy_0x48c33997.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/AdminUpgradeabilityProxy_0x48c33997.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
Sky,blockchain/contracts/collected/Sky_0x56072c95.sol,False,False,False,False,0,0,0,0,0,0,0,0,0,"Invalid compilation: 
Invalid solc compilation blockchain/contracts/collected/Sky_0x56072c95.sol:3:1: Error: Expected pragma, import directive or contract/interface/library definition.
{{
^
"
