id,high_severity_count,medium_severity_count,low_severity_count,num_functions,num_external_calls,num_state_vars,num_modifiers,max_cyclomatic_complexity,num_low_level_calls,lines_of_code,num_contracts_in_file,num_dependencies,avg_function_complexity,num_functions_high_complexity,num_comments,comment_to_code_ratio,num_payable_functions,num_library_calls,inheritance_depth,num_unused_functions,high_confidence_detectors,medium_confidence_detectors,low_confidence_detectors,security_detectors_triggered,optimization_detectors_triggered,total_detector_hits,unique_vulnerability_types,detectors_per_function,detectors_per_loc,risk_score_simple,risk_score_weighted,complexity_level,cfg_num_nodes,cfg_num_edges,cfg_num_cycles,cfg_max_depth,cfg_avg_branching,cfg_num_exit_points,cfg_cyclomatic_total,cg_num_nodes,cg_num_edges,cg_max_call_depth,cg_num_external_calls,cg_external_call_ratio,cg_num_public_entry_points,cg_num_internal_functions,cg_avg_calls_per_function,cg_num_leaf_functions,dfg_num_state_vars,dfg_num_tainted_flows,dfg_num_sensitive_sinks,dfg_num_external_sources,dfg_taint_to_sink_ratio,dfg_num_unvalidated_inputs,cei_violations,cei_safe_functions,cei_pattern_score,functions_with_reentrancy_guard,state_before_call_count,state_after_call_count,unchecked_calls_in_critical_context,cei_reentrancy_risk,state_external_danger,unchecked_lowlevel_risk,complexity_size_product,functions_calls_interaction,high_severity_density,guard_effectiveness,external_calls_ratio,low_level_calls_ratio,complexity_per_loc,avg_function_size,detector_density,high_severity_ratio,cei_violation_rate,state_after_call_ratio,reentrancy_risk_score,access_control_risk,code_quality_score,contract_maturity,has_critical_pattern,cei_violations^2,cei_violations lines_of_code,cei_violations num_functions,cei_violations max_cyclomatic_complexity,cei_violations total_detector_hits,lines_of_code^2,lines_of_code num_functions,lines_of_code max_cyclomatic_complexity,lines_of_code total_detector_hits,num_functions^2,num_functions max_cyclomatic_complexity,num_functions total_detector_hits,max_cyclomatic_complexity^2,max_cyclomatic_complexity total_detector_hits,total_detector_hits^2,ground_truth_vulnerable,contract_name,data_source
320,0,0,5,14,0,0,0,1,0,70,1,1,1.0,0,8,0.1142857142857142,2,0,0,0,5,0,0,0,0,2,1,0.0,0.0,5.0,12.5,0,0,0,0,0,0.0,0,0,14,0,0,0,0.0,14,0,0.0,14,0,0,0,18,0.0,6,0,0,1.0,0,0,0,0,0,0,0,70,0,0,0.0,0.0,0.0,0.014084507042253521,4.666666666666667,0.028169014084507043,0.0,0.0,0.0,0.0,0,6.092857142857142,0.8,0,0.0,0.0,0.0,0.0,0.0,4900.0,980.0,70.0,140.0,196.0,14.0,28.0,1.0,2.0,4.0,False,ICompoundTimelock,openzeppelin
321,2,0,6,8,1,5,0,9,0,85,1,1,2.25,0,25,0.2941176470588235,2,0,0,0,7,2,0,2,1,8,4,0.0,0.0,26.0,27.3,0,40,36,0,9,0.9,1,18,8,13,3,1,0.0714285714285714,6,2,1.625,6,5,1,1,2,1.0,2,0,0,1.0,0,0,0,0,0,0,0,765,8,16,0.0,0.1111111111111111,0.0,0.10465116279069768,9.444444444444445,0.09302325581395349,0.2222222222222222,0.0,0.0,0.0,0,7.491176470588234,2.5,0,0.0,0.0,0.0,0.0,0.0,7225.0,680.0,765.0,680.0,64.0,72.0,64.0,81.0,72.0,64.0,True,open_address_lottery,smartbugs_curated
322,1,0,4,2,0,3,0,1,0,25,1,1,1.0,0,7,0.28,0,0,0,0,6,0,0,1,0,4,2,0.0,0.0,14.0,21.0,0,8,6,0,6,0.75,0,2,2,1,1,0,0.0,1,1,0.5,2,3,1,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,25,0,4,0.0,0.0,0.0,0.038461538461538464,8.333333333333334,0.15384615384615385,0.2,0.0,0.0,0.0,0,7.75,0.7,0,0.0,0.0,0.0,0.0,0.0,625.0,50.0,25.0,100.0,4.0,2.0,8.0,1.0,4.0,16.0,True,name_registrar,smartbugs_curated
323,3,1,7,6,2,5,0,3,0,50,1,1,1.6666666666666667,0,13,0.26,2,0,0,0,7,5,0,4,1,9,4,0.0,0.0,42.0,48.99999999999999,0,22,18,0,9,0.8181818181818182,0,10,6,7,2,2,0.2222222222222222,4,2,1.1666666666666667,7,5,1,1,1,1.0,1,0,0,1.0,0,0,0,0,0,0,0,150,12,27,0.0,0.2857142857142857,0.0,0.058823529411764705,7.142857142857143,0.17647058823529413,0.3,0.0,0.0,0.0,0,7.449999999999999,1.3,1,0.0,0.0,0.0,0.0,0.0,2500.0,300.0,150.0,450.0,36.0,18.0,54.0,9.0,27.0,81.0,True,crypto_roulette,smartbugs_curated
324,1,1,5,3,1,1,0,1,0,18,1,1,1.0,0,6,0.3333333333333333,1,0,0,0,3,4,0,2,0,5,3,0.0,0.0,20.0,23.200000000000003,0,6,3,0,2,0.5,0,3,3,2,1,1,0.3333333333333333,3,0,0.6666666666666666,4,1,2,1,2,2.0,2,0,0,1.0,0,0,0,0,0,0,0,18,3,5,0.0,0.25,0.0,0.05263157894736842,4.5,0.2631578947368421,0.16666666666666666,0.0,0.0,0.0,0,8.283333333333333,0.6,0,0.0,0.0,0.0,0.0,0.0,324.0,54.0,18.0,90.0,9.0,3.0,15.0,1.0,5.0,25.0,True,phishable,smartbugs_curated
325,3,3,66,6,3,7,0,5,3,395,4,1,1.6666666666666667,0,108,0.2734177215189873,1,0,1,0,74,7,0,6,0,17,8,0.0,0.0,111.0,515.1705882352942,1,20,16,0,5,0.8,3,10,6,1,1,3,0.75,5,1,0.1666666666666666,6,7,2,3,7,0.6666666666666666,4,0,0,1.0,0,0,0,0,0,0,0,1975,18,51,0.0,0.42857142857142855,0.75,0.012626262626262626,56.42857142857143,0.04292929292929293,0.16666666666666666,0.0,0.0,0.0,0,7.484177215189873,12.8,1,0.0,0.0,0.0,0.0,0.0,156025.0,2370.0,1975.0,6715.0,36.0,30.0,102.0,25.0,85.0,289.0,True,parity_wallet_bug_1,smartbugs_curated
326,1,1,6,6,2,2,0,1,0,32,1,1,1.0,0,6,0.1875,1,0,0,0,7,1,0,2,0,4,1,0.0,0.0,21.0,40.425,0,15,9,0,2,0.6,0,6,6,4,1,2,0.3333333333333333,6,0,0.6666666666666666,5,2,2,0,3,0.0,2,0,0,1.0,0,0,0,0,0,0,0,32,12,4,0.0,0.2857142857142857,0.0,0.030303030303030304,4.571428571428571,0.12121212121212122,0.2,0.0,0.0,0.0,0,6.825,0.6,0,0.0,0.0,0.0,0.0,0.0,1024.0,192.0,32.0,128.0,36.0,6.0,24.0,1.0,4.0,16.0,True,arbitrary_location_write_simple,smartbugs_curated
327,0,0,4,4,2,2,0,1,0,31,1,1,1.0,0,10,0.3225806451612903,1,0,0,0,2,2,0,0,1,3,2,0.0,0.0,4.0,4.533333333333333,0,12,8,0,3,0.6666666666666666,0,4,4,4,1,2,0.3333333333333333,4,0,1.0,4,2,2,2,2,1.0,2,0,0,1.0,0,0,0,0,0,0,0,31,8,0,0.0,0.4,0.0,0.03125,6.2,0.09375,0.0,0.0,0.0,0.0,0,8.175806451612903,1.0,0,0.0,0.0,0.0,0.0,0.0,961.0,124.0,31.0,93.0,16.0,4.0,12.0,1.0,3.0,9.0,True,wallet_03_wrong_constructor,smartbugs_curated
328,1,5,25,19,5,7,1,8,0,125,1,1,2.3157894736842106,0,21,0.168,0,0,0,0,15,16,0,6,4,11,4,0.0,0.0,60.0,142.9090909090909,1,99,86,1,12,0.8686868686868687,6,44,19,9,2,5,0.3571428571428571,16,3,0.4736842105263157,12,7,6,5,7,1.2,7,0,0,1.0,0,0,0,0,0,0,0,1000,95,11,0.0,0.25,0.0,0.06349206349206349,6.25,0.0873015873015873,0.08333333333333333,0.0,0.0,0.0,0,8.280000000000001,2.1,0,0.0,0.0,0.0,0.0,0.0,15625.0,2375.0,1000.0,1375.0,361.0,152.0,209.0,64.0,88.0,121.0,True,rubixi,smartbugs_curated
329,1,1,3,2,1,1,0,1,0,18,1,1,1.0,0,7,0.3888888888888889,0,0,0,0,2,3,0,2,0,4,3,0.0,0.0,18.0,18.45,0,5,3,0,2,0.6,0,2,2,1,1,1,0.5,2,0,0.5,2,1,1,1,2,1.0,1,0,0,1.0,0,0,0,0,0,0,0,18,2,4,0.0,0.3333333333333333,0.0,0.05263157894736842,6.0,0.21052631578947367,0.2,0.0,0.0,0.0,0,8.838888888888889,0.7,0,0.0,0.0,0.0,0.0,0.0,324.0,36.0,18.0,72.0,4.0,2.0,8.0,1.0,4.0,16.0,True,mycontract,smartbugs_curated
330,0,0,4,5,3,2,0,1,0,35,1,1,1.0,0,11,0.3142857142857143,1,0,0,0,2,2,0,0,1,3,2,0.0,0.0,4.0,4.533333333333333,0,14,9,0,3,0.6428571428571429,0,5,5,4,1,3,0.4285714285714285,5,0,0.8,5,2,2,3,2,0.6666666666666666,2,0,0,1.0,0,0,0,0,0,0,0,35,15,0,0.0,0.5,0.0,0.027777777777777776,5.833333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0,8.092857142857143,1.1,0,0.0,0.0,0.0,0.0,0.0,1225.0,175.0,35.0,105.0,25.0,5.0,15.0,1.0,3.0,9.0,True,wallet_02_refund_nosub,smartbugs_curated
331,0,0,3,3,1,1,1,1,0,28,1,1,1.0,0,8,0.2857142857142857,1,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,6,3,0,2,0.5,0,3,3,2,1,1,0.3333333333333333,3,0,0.6666666666666666,4,1,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,28,3,0,0.0,0.25,0.0,0.034482758620689655,7.0,0.06896551724137931,0.0,0.0,0.0,0.0,0,9.807142857142857,0.8,0,0.0,0.0,0.0,0.0,0.0,784.0,84.0,28.0,56.0,9.0,3.0,6.0,1.0,2.0,4.0,True,incorrect_constructor_name1,smartbugs_curated
332,0,0,4,4,2,2,0,1,0,32,1,1,1.0,0,11,0.34375,1,0,0,0,2,2,0,0,1,3,2,0.0,0.0,4.0,4.533333333333333,0,12,8,0,3,0.6666666666666666,0,4,4,4,1,2,0.3333333333333333,4,0,1.0,4,2,2,2,2,1.0,2,0,0,1.0,0,0,0,0,0,0,0,32,8,0,0.0,0.4,0.0,0.030303030303030304,6.4,0.09090909090909091,0.0,0.0,0.0,0.0,0,8.3875,1.1,0,0.0,0.0,0.0,0.0,0.0,1024.0,128.0,32.0,96.0,16.0,4.0,12.0,1.0,3.0,9.0,True,wallet_04_confused_sign,smartbugs_curated
333,0,0,4,3,0,2,1,1,0,53,2,1,1.0,0,23,0.4339622641509434,0,0,0,0,4,0,0,0,0,2,1,0.0,0.0,4.0,8.0,0,12,9,0,4,0.75,2,3,3,3,1,0,0.0,3,0,1.0,3,2,2,0,2,0.0,2,0,0,1.0,0,0,0,0,0,0,0,53,0,0,0.0,0.0,0.0,0.018518518518518517,13.25,0.037037037037037035,0.0,0.0,0.0,0.0,0,11.289622641509435,2.3,0,0.0,0.0,0.0,0.0,0.0,2809.0,159.0,53.0,106.0,9.0,3.0,6.0,1.0,2.0,4.0,True,multiowned_vulnerable,smartbugs_curated
334,2,0,2,3,1,2,0,3,0,25,1,1,1.6666666666666667,0,7,0.28,0,0,0,0,4,1,0,2,0,4,2,0.0,0.0,22.0,25.85,0,10,8,0,3,0.8,1,5,3,2,1,1,0.3333333333333333,3,0,0.6666666666666666,4,2,1,1,3,1.0,2,0,0,1.0,0,0,0,0,0,0,0,75,3,8,0.0,0.25,0.0,0.11538461538461539,6.25,0.15384615384615385,0.4,0.0,0.0,0.0,0,7.65,0.7,0,0.0,0.0,0.0,0.0,0.0,625.0,75.0,75.0,100.0,9.0,9.0,12.0,9.0,12.0,16.0,True,mapping_write,smartbugs_curated
335,1,0,2,1,0,0,0,1,0,13,1,1,1.0,0,7,0.5384615384615384,0,0,0,0,3,0,0,1,0,2,2,0.0,0.0,12.0,18.0,0,2,1,0,1,0.5,0,1,1,1,1,0,0.0,1,0,1.0,1,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,13,0,2,0.0,0.0,0.0,0.07142857142857142,6.5,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0,10.334615384615384,0.7,0,0.0,0.0,0.0,0.0,0.0,169.0,13.0,13.0,26.0,1.0,1.0,2.0,1.0,2.0,4.0,True,simple_suicide,smartbugs_curated
336,0,0,3,3,1,1,1,1,0,26,1,1,1.0,0,6,0.2307692307692307,1,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,6,3,0,2,0.5,0,3,3,2,1,1,0.3333333333333333,3,0,0.6666666666666666,4,1,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,26,3,0,0.0,0.25,0.0,0.037037037037037035,6.5,0.07407407407407407,0.0,0.0,0.0,0.0,0,9.257692307692308,0.6,0,0.0,0.0,0.0,0.0,0.0,676.0,78.0,26.0,52.0,9.0,3.0,6.0,1.0,2.0,4.0,True,incorrect_constructor_name3,smartbugs_curated
337,0,0,2,3,1,1,1,1,0,26,1,1,1.0,0,6,0.2307692307692307,1,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,6,3,0,2,0.5,0,3,3,2,1,1,0.3333333333333333,3,0,0.6666666666666666,4,1,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,26,3,0,0.0,0.25,0.0,0.037037037037037035,6.5,0.037037037037037035,0.0,0.0,0.0,0.0,0,9.257692307692308,0.6,0,0.0,0.0,0.0,0.0,0.0,676.0,78.0,26.0,26.0,9.0,3.0,3.0,1.0,1.0,1.0,True,incorrect_constructor_name2,smartbugs_curated
338,0,0,4,2,0,1,1,1,0,33,1,1,1.0,0,15,0.4545454545454545,0,0,0,0,3,1,0,0,0,3,1,0.0,0.0,4.0,4.933333333333334,0,4,2,0,1,0.5,0,2,2,0,0,0,0.0,2,0,0.0,2,1,1,0,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,33,0,0,0.0,0.0,0.0,0.029411764705882353,11.0,0.08823529411764706,0.0,0.0,0.0,0.0,0,11.495454545454546,1.5,0,0.0,0.0,0.0,0.0,0.0,1089.0,66.0,33.0,99.0,4.0,2.0,6.0,1.0,3.0,9.0,True,unprotected0,smartbugs_curated
339,1,0,4,2,1,1,0,1,1,16,1,1,1.0,0,6,0.375,0,0,0,0,5,1,0,1,0,5,3,0.0,0.0,14.0,15.96,0,4,2,0,1,0.5,0,2,2,1,1,1,0.5,2,0,0.5,2,1,1,1,2,1.0,1,0,0,1.0,0,0,0,0,0,0,0,16,2,5,0.0,0.3333333333333333,0.5,0.058823529411764705,5.333333333333333,0.29411764705882354,0.16666666666666666,0.0,0.0,0.0,0,8.7,0.6,0,0.0,0.0,0.0,0.0,0.0,256.0,32.0,16.0,80.0,4.0,2.0,10.0,1.0,5.0,25.0,True,proxy,smartbugs_curated
340,4,0,9,5,3,5,0,1,2,52,2,1,1.0,0,18,0.3461538461538461,1,0,0,0,11,4,0,4,0,9,5,0.0,0.0,49.0,75.13333333333333,0,10,5,0,3,0.5,0,5,5,3,1,3,0.5,3,2,0.6,4,5,1,3,1,0.3333333333333333,1,0,1,1.0,0,1,0,0,0,0,0,52,15,36,0.0,0.5,0.5,0.018867924528301886,8.666666666666666,0.16981132075471697,0.4,0.0,0.0,0.0,0,8.411538461538461,1.8,1,0.0,0.0,0.0,0.0,0.0,2704.0,260.0,52.0,468.0,25.0,5.0,45.0,1.0,9.0,81.0,True,FibonacciBalance,smartbugs_curated
341,2,2,59,0,0,0,0,0,0,345,3,1,0.0,0,95,0.2753623188405797,0,0,0,0,58,6,0,4,0,13,7,0.0,0.0,89.0,425.8307692307693,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,345.0,0.03757225433526012,0.14285714285714285,0.0,0.0,0.0,0,7.753623188405797,9.5,0,0.0,0.0,0.0,0.0,0.0,119025.0,0.0,0.0,4485.0,0.0,0.0,0.0,0.0,0.0,169.0,True,parity_wallet_bug_2,smartbugs_curated
342,1,3,9,4,2,5,0,3,0,44,2,1,2.5,0,7,0.1590909090909091,0,0,0,0,9,5,0,4,1,9,5,0.0,0.0,34.0,47.22222222222222,0,23,19,0,7,0.8260869565217391,3,10,4,1,1,2,0.6666666666666666,3,1,0.25,4,5,0,2,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,132,8,9,0.0,0.4,0.0,0.06666666666666667,8.8,0.2,0.1,0.0,0.0,0.0,0,6.4409090909090905,0.7,0,0.0,0.0,0.0,0.0,0.0,1936.0,176.0,132.0,396.0,16.0,12.0,36.0,9.0,27.0,81.0,True,governmental_survey,smartbugs_curated
343,2,1,3,2,1,1,0,3,0,21,1,1,2.0,0,8,0.3809523809523809,2,0,0,0,3,3,0,3,0,5,3,0.0,0.0,28.0,28.56,0,8,7,0,5,0.875,0,4,2,2,1,1,0.3333333333333333,2,0,1.0,3,1,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,63,2,10,0.0,0.3333333333333333,0.0,0.13636363636363635,7.0,0.22727272727272727,0.3333333333333333,0.0,0.0,0.0,0,8.659523809523808,0.8,0,0.0,0.0,0.0,0.0,0.0,441.0,42.0,63.0,105.0,4.0,6.0,10.0,9.0,15.0,25.0,True,roulette,smartbugs_curated
344,2,1,5,3,2,4,0,3,0,42,1,1,1.6666666666666667,0,22,0.5238095238095238,1,0,0,0,4,4,0,3,1,7,4,0.0,0.0,30.0,29.14285714285714,0,13,11,0,7,0.8461538461538461,0,5,3,2,1,2,0.5,2,1,0.6666666666666666,4,4,0,2,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,126,6,14,0.0,0.5,0.0,0.06976744186046512,10.5,0.16279069767441862,0.25,0.0,0.0,0.0,0,10.088095238095239,2.2,0,0.0,0.0,0.0,0.0,0.0,1764.0,126.0,126.0,294.0,9.0,9.0,21.0,9.0,21.0,49.0,True,ether_lotto,smartbugs_curated
345,0,0,3,1,0,0,0,1,0,13,1,1,1.0,0,7,0.5384615384615384,0,0,0,0,2,1,0,0,0,2,2,0.0,0.0,3.0,4.05,0,2,1,0,1,0.5,1,1,1,0,0,0,0.0,1,0,0.0,1,0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,13,0,0,0.0,0.0,0.0,0.07142857142857142,6.5,0.14285714285714285,0.0,0.0,0.0,0.0,0,10.334615384615384,0.7,0,0.0,0.0,0.0,0.0,0.0,169.0,13.0,13.0,26.0,1.0,1.0,2.0,1.0,2.0,4.0,True,timed_crowdsale,smartbugs_curated
346,1,2,4,3,2,2,0,7,0,31,1,1,3.0,0,7,0.2258064516129032,0,0,0,0,3,4,0,3,0,5,4,0.0,0.0,24.0,27.84,0,16,16,0,4,1.0,1,9,3,3,2,2,0.4,2,1,1.0,2,2,1,2,2,0.5,2,1,0,0.0,0,0,1,0,0,2,0,217,6,5,0.0,0.5,0.0,0.21875,7.75,0.15625,0.16666666666666666,0.25,0.3333333333333333,0.7,0,6.9080645161290315,0.7,0,1.0,31.0,3.0,7.0,5.0,961.0,93.0,217.0,155.0,9.0,21.0,15.0,49.0,35.0,25.0,True,lottopollo,smartbugs_curated
347,0,0,3,6,1,2,0,6,0,37,1,1,1.8333333333333333,0,9,0.2432432432432432,0,0,0,0,2,1,0,0,1,2,1,0.0,0.0,3.0,4.05,0,22,18,2,7,0.8181818181818182,2,11,6,2,1,1,0.3333333333333333,5,1,0.3333333333333333,5,2,1,0,2,0.0,1,0,0,1.0,0,0,0,0,0,0,0,222,6,0,0.0,0.14285714285714285,0.0,0.15789473684210525,5.285714285714286,0.05263157894736842,0.0,0.0,0.0,0.0,0,7.132432432432431,0.9,0,0.0,0.0,0.0,0.0,0.0,1369.0,222.0,222.0,74.0,36.0,36.0,12.0,36.0,12.0,4.0,True,dos_number,smartbugs_curated
348,1,0,3,2,3,2,0,4,0,22,1,1,2.5,0,8,0.3636363636363636,0,0,0,0,4,1,0,1,1,4,2,0.0,0.0,13.0,15.275,0,10,9,1,5,0.9,0,5,2,1,1,3,0.75,2,0,0.5,2,2,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,88,6,4,0.0,1.0,0.0,0.17391304347826086,7.333333333333333,0.17391304347826086,0.2,0.0,0.0,0.0,0,8.436363636363636,0.8,0,0.0,0.0,0.0,0.0,0.0,484.0,44.0,88.0,88.0,4.0,8.0,8.0,16.0,16.0,16.0,True,send_loop,smartbugs_curated
349,2,7,8,10,11,9,0,9,0,112,1,1,2.6,0,28,0.25,0,0,0,0,3,15,0,9,5,7,4,0.0,0.0,63.0,121.5,1,64,60,2,16,0.9375,5,26,10,2,2,11,0.8461538461538461,9,1,0.2,9,9,2,8,2,0.25,2,0,0,1.0,0,0,0,0,0,0,0,1008,110,14,0.0,1.0,0.0,0.07964601769911504,10.181818181818182,0.061946902654867256,0.25,0.0,0.0,0.0,0,7.05,2.8,0,0.0,0.0,0.0,0.0,0.0,12544.0,1120.0,1008.0,784.0,100.0,90.0,70.0,81.0,63.0,49.0,True,list_dos,smartbugs_curated
350,0,0,2,1,2,1,0,5,0,21,1,1,5.0,0,6,0.2857142857142857,0,0,0,0,2,0,0,0,0,1,1,0.0,0.0,2.0,4.0,0,11,11,1,6,1.0,2,5,1,0,0,2,1.0,1,0,0.0,1,1,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,105,2,0,0.0,1.0,0.0,0.22727272727272727,10.5,0.045454545454545456,0.0,0.0,0.0,0.0,0,7.607142857142857,0.6,0,0.0,0.0,0.0,0.0,0.0,441.0,21.0,105.0,21.0,1.0,5.0,1.0,25.0,5.0,1.0,True,dos_simple,smartbugs_curated
351,0,0,3,1,1,2,0,3,0,24,1,1,3.0,0,11,0.4583333333333333,1,0,0,0,2,1,0,0,1,2,2,0.0,0.0,3.0,4.05,0,7,7,0,5,1.0,0,3,1,1,1,1,0.5,1,0,1.0,1,2,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,72,1,0,0.0,0.5,0.0,0.12,12.0,0.08,0.0,0.0,0.0,0.0,0,9.433333333333334,1.1,0,0.0,0.0,0.0,0.0,0.0,576.0,24.0,72.0,48.0,1.0,3.0,2.0,9.0,6.0,4.0,True,auction,smartbugs_curated
352,1,0,2,5,2,2,0,4,0,29,1,1,2.0,0,6,0.2068965517241379,0,0,0,0,2,1,0,1,0,2,1,0.0,0.0,12.0,16.2,0,18,15,1,5,0.8333333333333334,3,10,5,0,0,2,1.0,4,1,0.0,5,2,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,116,10,2,0.0,0.3333333333333333,0.0,0.13333333333333333,4.833333333333333,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0,6.868965517241379,0.6,0,0.0,0.0,0.0,0.0,0.0,841.0,145.0,116.0,58.0,25.0,20.0,10.0,16.0,8.0,4.0,True,dos_address,smartbugs_curated
353,1,1,7,5,2,2,0,6,0,55,1,1,3.2,0,19,0.3454545454545454,0,0,0,0,9,1,0,2,1,5,1,0.0,0.0,22.0,42.67999999999999,0,27,24,1,7,0.8888888888888888,4,16,5,1,1,2,0.6666666666666666,5,0,0.2,5,2,0,1,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,330,10,5,0.0,0.3333333333333333,0.0,0.10714285714285714,9.166666666666666,0.08928571428571429,0.16666666666666666,0.0,0.0,0.0,0,8.154545454545453,1.9,0,0.0,0.0,0.0,0.0,0.0,3025.0,275.0,330.0,275.0,25.0,30.0,25.0,36.0,30.0,25.0,True,lottery,smartbugs_curated
354,1,0,3,2,0,1,0,1,0,23,1,1,1.0,0,12,0.5217391304347826,0,0,0,0,2,2,0,1,0,3,2,0.0,0.0,13.0,14.733333333333333,0,7,5,0,5,0.7142857142857143,1,2,2,1,0,0,0.0,0,2,0.5,2,1,0,0,1,0.0,1,0,0,1.0,0,0,0,0,0,0,0,23,0,3,0.0,0.0,0.0,0.041666666666666664,7.666666666666667,0.125,0.25,0.0,0.0,0.0,0,10.167391304347827,1.2,0,0.0,0.0,0.0,0.0,0.0,529.0,46.0,23.0,69.0,4.0,2.0,6.0,1.0,3.0,9.0,True,random_number_generator,smartbugs_curated
355,0,0,6,10,7,11,0,12,0,147,1,1,3.9,1,25,0.1700680272108843,2,0,0,0,3,3,0,0,2,5,2,0.0,0.0,6.0,6.119999999999999,1,91,93,6,12,1.021978021978022,1,39,10,4,3,7,0.6363636363636364,7,3,0.4,8,11,0,6,0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,1764,70,0,0.0,0.6363636363636364,0.0,0.08108108108108109,13.363636363636363,0.033783783783783786,0.0,0.0,0.0,0.0,0,6.100680272108844,2.5,0,0.0,0.0,0.0,0.0,0.0,21609.0,1470.0,1764.0,735.0,100.0,120.0,50.0,144.0,60.0,25.0,True,etheraffle,smartbugs_curated
356,2,4,12,15,6,8,1,13,0,146,1,1,2.466666666666667,1,28,0.1917808219178082,0,0,0,0,6,12,0,6,2,10,5,0.0,0.0,52.0,74.88000000000001,2,91,84,0,22,0.9230769230769232,4,37,15,8,4,6,0.4285714285714285,10,5,0.5333333333333333,11,8,3,5,6,0.6,6,0,0,1.0,0,0,0,0,0,0,0,1898,90,20,0.0,0.375,0.0,0.08843537414965986,9.125,0.06802721088435375,0.18181818181818182,0.0,0.0,0.0,0,8.267808219178082,2.8,0,0.0,0.0,0.0,0.0,0.0,21316.0,2190.0,1898.0,1460.0,225.0,195.0,150.0,169.0,130.0,100.0,True,lucky_doubler,smartbugs_curated
357,1,2,4,3,1,1,0,3,0,23,1,1,1.6666666666666667,0,6,0.2608695652173913,2,0,0,0,5,2,0,3,0,5,3,0.0,0.0,24.0,30.72,0,10,8,0,3,0.8,1,5,3,5,1,1,0.1666666666666666,3,0,1.6666666666666667,4,1,1,1,1,1.0,1,0,0,1.0,0,0,0,0,0,0,0,69,3,5,0.0,0.25,0.0,0.125,5.75,0.20833333333333334,0.16666666666666666,0.0,0.0,0.0,0,7.458695652173913,0.6,0,0.0,0.0,0.0,0.0,0.0,529.0,69.0,69.0,115.0,9.0,9.0,15.0,9.0,15.0,25.0,True,guess_the_random_number,smartbugs_curated
358,3,16,58,39,8,20,2,17,0,708,6,1,3.615384615384616,3,181,0.2556497175141243,7,1,3,0,59,20,0,19,6,15,4,0.0,0.0,168.0,817.5999999999999,3,357,347,3,21,0.9719887955182072,39,141,39,51,4,8,0.135593220338983,32,7,1.3076923076923077,22,20,10,4,25,2.5,22,0,0,1.0,0,0,0,0,0,0,0,12036,312,45,0.0,0.2,0.0,0.023977433004231313,17.7,0.021156558533145273,0.1875,0.0,0.0,0.0,0,10.706497175141243,27.1,1,0.0,0.0,0.0,0.0,0.0,501264.0,27612.0,12036.0,10620.0,1521.0,663.0,585.0,289.0,255.0,225.0,True,smart_billions,smartbugs_curated
359,0,0,3,3,1,1,0,3,0,33,1,1,1.6666666666666667,0,8,0.2424242424242424,2,0,0,0,3,0,0,0,0,2,1,0.0,0.0,3.0,4.5,0,14,12,0,5,0.8571428571428571,0,5,3,4,1,1,0.2,3,0,1.3333333333333333,2,1,1,1,1,1.0,1,0,0,1.0,0,0,0,0,0,0,0,99,3,0,0.0,0.25,0.0,0.08823529411764706,8.25,0.058823529411764705,0.0,0.0,0.0,0.0,0,7.2742424242424235,0.8,0,0.0,0.0,0.0,0.0,0.0,1089.0,99.0,99.0,66.0,9.0,9.0,6.0,9.0,6.0,4.0,True,old_blockhash,smartbugs_curated
